2025-02-03 14:00:39,701 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, log_dir='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/', log_file_path='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
Epoch 281/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:05:16,024 - INFO - train_loss:1.1805324218374618 in epoch281
2025-02-04 01:05:16,025 - INFO - train_acc:0.9713573715777736 in epoch281
2025-02-04 01:05:16,025 - INFO - Epoch 281: Learning Rate: [4.170953952404712e-05]
Epoch 281/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 01:05:21,258 - INFO - valid_loss:1.1932732065518696 in epoch281
2025-02-04 01:05:21,258 - INFO - valid_acc:0.9175509938592502 in epoch281
2025-02-04 01:05:21,259 - INFO - Mean iou = 85.28% in epoch281
Epoch 282/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:07:37,735 - INFO - train_loss:1.180409313516414 in epoch282
2025-02-04 01:07:37,736 - INFO - train_acc:0.9717405371313057 in epoch282
2025-02-04 01:07:37,736 - INFO - Epoch 282: Learning Rate: [4.1393616794177075e-05]
Epoch 282/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 01:07:42,988 - INFO - valid_loss:1.1933983365694683 in epoch282
2025-02-04 01:07:42,989 - INFO - valid_acc:0.9170923930239998 in epoch282
2025-02-04 01:07:42,989 - INFO - Mean iou = 85.20% in epoch282
Epoch 283/500 [Training]: 100%|███████████████████████████████| 188/188 [02:09<00:00,  1.45batch/s]
2025-02-04 01:09:52,670 - INFO - train_loss:1.1803885292499623 in epoch283
2025-02-04 01:09:52,671 - INFO - train_acc:0.9717175971432611 in epoch283
2025-02-04 01:09:52,683 - INFO - Epoch 283: Learning Rate: [4.107804804454217e-05]
Epoch 283/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:09:57,970 - INFO - valid_loss:1.1936969459056854 in epoch283
2025-02-04 01:09:57,970 - INFO - valid_acc:0.9162733530993568 in epoch283
2025-02-04 01:09:57,971 - INFO - Mean iou = 85.07% in epoch283
Epoch 284/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:12:14,300 - INFO - train_loss:1.1803777630024768 in epoch284
2025-02-04 01:12:14,301 - INFO - train_acc:0.9718992196411153 in epoch284
2025-02-04 01:12:14,301 - INFO - Epoch 284: Learning Rate: [4.076284624693765e-05]
Epoch 284/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 01:12:19,547 - INFO - valid_loss:1.1932539641857147 in epoch284
2025-02-04 01:12:19,548 - INFO - valid_acc:0.9171650705858848 in epoch284
2025-02-04 01:12:19,548 - INFO - Mean iou = 85.22% in epoch284
Epoch 285/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:14:35,916 - INFO - train_loss:1.1804305663768282 in epoch285
2025-02-04 01:14:35,917 - INFO - train_acc:0.9723375030398265 in epoch285
2025-02-04 01:14:35,917 - INFO - Epoch 285: Learning Rate: [4.044802435807489e-05]
Epoch 285/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-04 01:14:41,105 - INFO - valid_loss:1.193373292684555 in epoch285
2025-02-04 01:14:41,106 - INFO - valid_acc:0.9174824031110957 in epoch285
2025-02-04 01:14:41,106 - INFO - Mean iou = 85.27% in epoch285
Epoch 286/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:16:57,628 - INFO - train_loss:1.1804873753101268 in epoch286
2025-02-04 01:16:57,628 - INFO - train_acc:0.9720228353390534 in epoch286
2025-02-04 01:16:57,628 - INFO - Epoch 286: Learning Rate: [4.013359531904866e-05]
Epoch 286/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:17:02,924 - INFO - valid_loss:1.1935060322284698 in epoch286
2025-02-04 01:17:02,925 - INFO - valid_acc:0.9166802619022191 in epoch286
2025-02-04 01:17:02,925 - INFO - Mean iou = 85.13% in epoch286
Epoch 287/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:19:19,643 - INFO - train_loss:1.1803655700480684 in epoch287
2025-02-04 01:19:19,644 - INFO - train_acc:0.9722825957606595 in epoch287
2025-02-04 01:19:19,644 - INFO - Epoch 287: Learning Rate: [3.981957205480521e-05]
Epoch 287/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 01:19:24,904 - INFO - valid_loss:1.193555235862732 in epoch287
2025-02-04 01:19:24,904 - INFO - valid_acc:0.9164455263164779 in epoch287
2025-02-04 01:19:24,905 - INFO - Mean iou = 85.10% in epoch287
Epoch 288/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:21:41,364 - INFO - train_loss:1.1803161495543542 in epoch288
2025-02-04 01:21:41,364 - INFO - train_acc:0.9722845351606725 in epoch288
2025-02-04 01:21:41,364 - INFO - Epoch 288: Learning Rate: [3.950596747361099e-05]
Epoch 288/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:21:46,648 - INFO - valid_loss:1.1932493646939595 in epoch288
2025-02-04 01:21:46,649 - INFO - valid_acc:0.9169572216444902 in epoch288
2025-02-04 01:21:46,649 - INFO - Mean iou = 85.18% in epoch288
Epoch 289/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:24:02,920 - INFO - train_loss:1.1804717899637018 in epoch289
2025-02-04 01:24:02,921 - INFO - train_acc:0.9726476009887841 in epoch289
2025-02-04 01:24:02,921 - INFO - Epoch 289: Learning Rate: [3.919279446652205e-05]
Epoch 289/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:24:08,202 - INFO - valid_loss:1.1938205361366272 in epoch289
2025-02-04 01:24:08,202 - INFO - valid_acc:0.9162573736617271 in epoch289
2025-02-04 01:24:08,202 - INFO - Mean iou = 85.06% in epoch289
Epoch 290/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:26:24,552 - INFO - train_loss:1.1803937554359436 in epoch290
2025-02-04 01:26:24,553 - INFO - train_acc:0.9729838786014022 in epoch290
2025-02-04 01:26:24,553 - INFO - Epoch 290: Learning Rate: [3.888006590685407e-05]
Epoch 290/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-04 01:26:29,807 - INFO - valid_loss:1.1936929027239482 in epoch290
2025-02-04 01:26:29,807 - INFO - valid_acc:0.9160098750266071 in epoch290
2025-02-04 01:26:29,807 - INFO - Mean iou = 85.03% in epoch290
Epoch 291/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:28:45,950 - INFO - train_loss:1.180393064275701 in epoch291
2025-02-04 01:28:45,951 - INFO - train_acc:0.9724076015088595 in epoch291
2025-02-04 01:28:45,951 - INFO - Epoch 291: Learning Rate: [3.8567794649653275e-05]
Epoch 291/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-04 01:28:51,161 - INFO - valid_loss:1.1938380698362987 in epoch291
2025-02-04 01:28:51,162 - INFO - valid_acc:0.9162328487761008 in epoch291
2025-02-04 01:28:51,162 - INFO - Mean iou = 85.07% in epoch291
Epoch 292/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:31:07,581 - INFO - train_loss:1.1804175148618983 in epoch292
2025-02-04 01:31:07,582 - INFO - train_acc:0.9726462042762232 in epoch292
2025-02-04 01:31:07,582 - INFO - Epoch 292: Learning Rate: [3.825599353116795e-05]
Epoch 292/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 01:31:12,907 - INFO - valid_loss:1.1936017473538716 in epoch292
2025-02-04 01:31:12,908 - INFO - valid_acc:0.9165550993167337 in epoch292
2025-02-04 01:31:12,908 - INFO - Mean iou = 85.11% in epoch292
Epoch 293/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:33:29,214 - INFO - train_loss:1.1802350339737344 in epoch293
2025-02-04 01:33:29,215 - INFO - train_acc:0.9733387467977317 in epoch293
2025-02-04 01:33:29,215 - INFO - Epoch 293: Learning Rate: [3.794467536832085e-05]
Epoch 293/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:33:34,498 - INFO - valid_loss:1.1936854819456737 in epoch293
2025-02-04 01:33:34,498 - INFO - valid_acc:0.9175646652881978 in epoch293
2025-02-04 01:33:34,499 - INFO - Mean iou = 85.27% in epoch293
Epoch 294/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:35:50,963 - INFO - train_loss:1.1802586779949513 in epoch294
2025-02-04 01:35:50,964 - INFO - train_acc:0.9733240834418324 in epoch294
2025-02-04 01:35:50,964 - INFO - Epoch 294: Learning Rate: [3.7633852958182306e-05]
Epoch 294/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 01:35:56,203 - INFO - valid_loss:1.193447212378184 in epoch294
2025-02-04 01:35:56,204 - INFO - valid_acc:0.9161348955775882 in epoch294
2025-02-04 01:35:56,204 - INFO - Mean iou = 85.05% in epoch294
Epoch 295/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:38:12,736 - INFO - train_loss:1.180144434279584 in epoch295
2025-02-04 01:38:12,737 - INFO - train_acc:0.9736104157576322 in epoch295
2025-02-04 01:38:12,737 - INFO - Epoch 295: Learning Rate: [3.732353907744418e-05]
Epoch 295/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.20batch/s]
2025-02-04 01:38:18,193 - INFO - valid_loss:1.1932740807533264 in epoch295
2025-02-04 01:38:18,194 - INFO - valid_acc:0.9177977899829911 in epoch295
2025-02-04 01:38:18,194 - INFO - Mean iou = 85.32% in epoch295
Epoch 296/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:40:34,612 - INFO - train_loss:1.180406410643395 in epoch296
2025-02-04 01:40:34,613 - INFO - train_acc:0.9743661622579188 in epoch296
2025-02-04 01:40:34,613 - INFO - Epoch 296: Learning Rate: [3.70137464818947e-05]
Epoch 296/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-04 01:40:39,899 - INFO - valid_loss:1.1936386624972026 in epoch296
2025-02-04 01:40:39,899 - INFO - valid_acc:0.9164769595518906 in epoch296
2025-02-04 01:40:39,899 - INFO - Mean iou = 85.10% in epoch296
Epoch 297/500 [Training]: 100%|███████████████████████████████| 188/188 [02:10<00:00,  1.44batch/s]
2025-02-04 01:42:50,729 - INFO - train_loss:1.180435926356214 in epoch297
2025-02-04 01:42:50,730 - INFO - train_acc:0.9736375367800204 in epoch297
2025-02-04 01:42:50,730 - INFO - Epoch 297: Learning Rate: [3.670448790589408e-05]
Epoch 297/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.32batch/s]
2025-02-04 01:42:55,917 - INFO - valid_loss:1.1936241189638774 in epoch297
2025-02-04 01:42:55,917 - INFO - valid_acc:0.9156311658600137 in epoch297
2025-02-04 01:42:55,917 - INFO - Mean iou = 84.97% in epoch297
Epoch 298/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:45:12,508 - INFO - train_loss:1.1803105397427336 in epoch298
2025-02-04 01:45:12,508 - INFO - train_acc:0.9748161483497221 in epoch298
2025-02-04 01:45:12,509 - INFO - Epoch 298: Learning Rate: [3.6395776061851114e-05]
Epoch 298/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-04 01:45:17,832 - INFO - valid_loss:1.1936938365300496 in epoch298
2025-02-04 01:45:17,833 - INFO - valid_acc:0.917286227793552 in epoch298
2025-02-04 01:45:17,833 - INFO - Mean iou = 85.23% in epoch298
Epoch 299/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-04 01:47:34,576 - INFO - train_loss:1.1801721688280715 in epoch299
2025-02-04 01:47:34,577 - INFO - train_acc:0.9739048546162715 in epoch299
2025-02-04 01:47:34,577 - INFO - Epoch 299: Learning Rate: [3.6087623639700565e-05]
Epoch 299/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-04 01:47:39,830 - INFO - valid_loss:1.1935319006443024 in epoch299
2025-02-04 01:47:39,831 - INFO - valid_acc:0.9167333746496831 in epoch299
2025-02-04 01:47:39,831 - INFO - Mean iou = 85.14% in epoch299
Epoch 300/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-04 01:49:56,425 - INFO - train_loss:1.1803827805722014 in epoch300
2025-02-04 01:49:56,426 - INFO - train_acc:0.9733084013976135 in epoch300
2025-02-04 01:49:56,426 - INFO - Epoch 300: Learning Rate: [3.578004330638154e-05]
