2025-02-02 16:35:57,616 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/', log_file_path='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
2025-02-02 21:48:00,523 - INFO - valid_loss:1.1521948392574604 in epoch338
2025-02-02 21:48:00,524 - INFO - valid_acc:0.9341091923661448 in epoch338
2025-02-02 21:48:00,524 - INFO - Mean iou = 88.01% in epoch338
Epoch 339/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 21:48:48,785 - INFO - train_loss:1.1505607922871908 in epoch339
2025-02-02 21:48:48,785 - INFO - train_acc:0.9884966827049646 in epoch339
2025-02-02 21:48:48,786 - INFO - Epoch 339: Learning Rate: [2.4362600626091728e-05]
Epoch 339/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 21:48:54,747 - INFO - valid_loss:1.1521789477421687 in epoch339
2025-02-02 21:48:54,747 - INFO - valid_acc:0.934181995396666 in epoch339
2025-02-02 21:48:54,748 - INFO - Mean iou = 88.03% in epoch339
Epoch 340/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:49:42,934 - INFO - train_loss:1.1505748240152995 in epoch340
2025-02-02 21:49:42,934 - INFO - train_acc:0.9884311688935005 in epoch340
2025-02-02 21:49:42,934 - INFO - Epoch 340: Learning Rate: [2.4087963547315322e-05]
Epoch 340/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.28batch/s]
2025-02-02 21:49:48,648 - INFO - valid_loss:1.1520019311171312 in epoch340
2025-02-02 21:49:48,648 - INFO - valid_acc:0.9344353176915517 in epoch340
2025-02-02 21:49:48,648 - INFO - Mean iou = 88.07% in epoch340
Epoch 341/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:50:36,480 - INFO - train_loss:1.1507911157608033 in epoch341
2025-02-02 21:50:36,481 - INFO - train_acc:0.9884636923222325 in epoch341
2025-02-02 21:50:36,481 - INFO - Epoch 341: Learning Rate: [2.3814391816397357e-05]
Epoch 341/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.11batch/s]
2025-02-02 21:50:42,644 - INFO - valid_loss:1.1521453674022968 in epoch341
2025-02-02 21:50:42,644 - INFO - valid_acc:0.9339087196127427 in epoch341
2025-02-02 21:50:42,644 - INFO - Mean iou = 87.98% in epoch341
Epoch 342/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:51:30,569 - INFO - train_loss:1.1505795288085938 in epoch342
2025-02-02 21:51:30,570 - INFO - train_acc:0.9885539958844322 in epoch342
2025-02-02 21:51:30,570 - INFO - Epoch 342: Learning Rate: [2.3541896678800245e-05]
Epoch 342/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.28batch/s]
2025-02-02 21:51:36,283 - INFO - valid_loss:1.152278102361239 in epoch342
2025-02-02 21:51:36,283 - INFO - valid_acc:0.9337521623129839 in epoch342
2025-02-02 21:51:36,284 - INFO - Mean iou = 87.95% in epoch342
Epoch 343/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.56batch/s]
2025-02-02 21:52:24,250 - INFO - train_loss:1.150559655825297 in epoch343
2025-02-02 21:52:24,251 - INFO - train_acc:0.98853933094333 in epoch343
2025-02-02 21:52:24,251 - INFO - Epoch 343: Learning Rate: [2.3270489335731802e-05]
Epoch 343/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 21:52:30,081 - INFO - valid_loss:1.152450286425077 in epoch343
2025-02-02 21:52:30,082 - INFO - valid_acc:0.9333458483503575 in epoch343
2025-02-02 21:52:30,082 - INFO - Mean iou = 87.89% in epoch343
Epoch 344/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
2025-02-02 21:53:17,678 - INFO - train_loss:1.1503933413823446 in epoch344
2025-02-02 21:53:17,678 - INFO - train_acc:0.988685309098477 in epoch344
2025-02-02 21:53:17,679 - INFO - Epoch 344: Learning Rate: [2.3000180943684816e-05]
Epoch 344/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.23batch/s]
2025-02-02 21:53:23,511 - INFO - valid_loss:1.1520459927045381 in epoch344
2025-02-02 21:53:23,512 - INFO - valid_acc:0.934403220374832 in epoch344
2025-02-02 21:53:23,512 - INFO - Mean iou = 88.06% in epoch344
Epoch 345/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.56batch/s]
2025-02-02 21:54:11,667 - INFO - train_loss:1.1505745792388915 in epoch345
2025-02-02 21:54:11,668 - INFO - train_acc:0.9886719576330446 in epoch345
2025-02-02 21:54:11,668 - INFO - Epoch 345: Learning Rate: [2.2730982613978626e-05]
Epoch 345/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 21:54:17,636 - INFO - valid_loss:1.1524516160671527 in epoch345
2025-02-02 21:54:17,636 - INFO - valid_acc:0.9334764304582399 in epoch345
2025-02-02 21:54:17,636 - INFO - Mean iou = 87.91% in epoch345
Epoch 346/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.57batch/s]
2025-02-02 21:55:05,311 - INFO - train_loss:1.1504734563827514 in epoch346
2025-02-02 21:55:05,311 - INFO - train_acc:0.9886509125707325 in epoch346
2025-02-02 21:55:05,312 - INFO - Epoch 346: Learning Rate: [2.2462905412302142e-05]
Epoch 346/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.20batch/s]
2025-02-02 21:55:11,223 - INFO - valid_loss:1.1522222115443304 in epoch346
2025-02-02 21:55:11,223 - INFO - valid_acc:0.9338213716480284 in epoch346
2025-02-02 21:55:11,223 - INFO - Mean iou = 87.96% in epoch346
Epoch 347/500 [Training]: 100%|█████████████████████████████████████████████████████████████████████| 75/75 [00:47<00:00,  1.58batch/s]
